"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"","","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/failure

 ![](index.php?/attachments/get/1000003964) 



","","The page redirects to {domain-name}/checkout/payment/failure

 ![](index.php?/attachments/get/1000003964) 



","","Click on Pay now",""
"","","","","","","","","","","
Step Description:
Click on Payment details
Expected Result:
The Payment page is opened {domain-name}/checkout/payment


","","The Payment page is opened {domain-name}/checkout/payment


","","Click on Payment details",""
"C410886","Validation > Card > required fields","","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
1. Enter the necessary information, except __Card number__
2. Click away from the First name field.


Expected Result:
1. Shows error message about required field Card number    ","","1. Shows error message about required field Card number    ","","1. Enter the necessary information, except __Card number__
2. Click away from the First name field.

","Automated"
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 
Expected Result:
1. Error message shows about required field Cardholder name    ","","1. Error message shows about required field Cardholder name    ","","1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 
Expected Result:
1. Error message shows about required field Expiration date.        ","","1. Error message shows about required field Expiration date.        ","","1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Security Code__
2. Click away from the Username field.

Expected Result:
1. Error message shows about required field Security Code.    ","","1. Error message shows about required field Security Code.    ","","1. Enter necessary information, except __Security Code__
2. Click away from the Username field.
",""
"C410887","Validation > Card > max chars","","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
1. Fill in the field __Cardholder name__ with more than 64 chars



Expected Result:
1. Error message shows that field can not be more than 64 chars","","1. Error message shows that field can not be more than 64 chars","","1. Fill in the field __Cardholder name__ with more than 64 chars


","Automated"
"C410888","Validate Payment with an Expired Card","","The system displays an error message: 'Card has expired.' The payment is not processed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a valid Visa card number.
2. Enter a valid cardholder name.
3. Enter an expired expiration date (MM/YY format).
4. Enter a valid CVV.
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C410889","Expiration date > alphabetic symbols","","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
Enter from keyboard alphabetic symbols
Expected Result:
The input field does not take alphabetic symbols","","The input field does not take alphabetic symbols","","Enter from keyboard alphabetic symbols","Other"
"C410890","Expiration date > specsymbols","","The input field does not take spec symbols","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","Enter from keyboard spec symbols","","","","","","Other"
"C410891","Validate Payment with an Incorrect CVV","","The system displays an error message: 'Invalid CVV. Please enter a 3-digit code.' The payment is not processed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a valid Visa card number.
2. Enter a valid cardholder name.
3. Enter a valid expiration date.
4. Enter an invalid CVV (less than 3 digits).
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C410892","Security Code > alphabetic symbols","","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
Enter from keyboard alphabetic symbols
Expected Result:
The input field does not take alphabetic symbols","","The input field does not take alphabetic symbols","","Enter from keyboard alphabetic symbols","Other"
"C410893","Security Code > specsymbols","","The input field does not take spec symbols","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","Enter from keyboard spec symbols","","","","","","Other"
"C410894","Validate that the 'PAY NOW' Button is Disabled When Fields are Empty","","The 'PAY NOW' button remains disabled.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Leave all fields empty.
2. Observe the 'PAY NOW' button.","","","","","","Automated"
"C410895","Validate Minimum Length for Card Number","","A validation message should appear stating that the 'Card Number must be at least 12 characters'.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single digit in the 'Card Number' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C410896","Validate Minimum Length for Security Code","","A validation message should appear stating that 'Security code must be at least 3 characters'.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single character in the 'Security Code' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C410897","Validate Expiration Date Format","","A validation message should appear stating that 'Month must be exactly 2 characters'.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single digit in the 'Expiration Date' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C410898","Validate Cardholder Name Minimum Length","","System should validate if the name length is acceptable, and show an error if a single character is not allowed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single character in the 'Cardholder Name' field.
2. Observe the validation message (if any) displayed below the field.","","","","","","Automated"
"C410899","Validate Error Message for an Invalid Card Number","","The system displays an error message: 'Invalid card number.' The payment is not processed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter an invalid card number.
2. Enter a valid cardholder name.
3. Enter a valid expiration date.
4. Enter a valid CVV.
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C410900","Validate Keyboard Navigation in Payment Form","","The keyboard navigation works as expected, and users can navigate through fields without using a mouse.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Use the 'Tab' key to navigate through the fields.
2. Verify that the focus moves correctly from 
  -Card Number
  -Cardholder Name
  -Expiration Date
  -Security Code
  -PAY NOW button
3. Press Shift + Tab and verify that the focus moves in reverse order.","","","","","","Other"
"C410901","Validate Clear Input Functionality","","The input fields should be cleared when using 'Backspace' or 'Delete'. Placeholder text should reappear when the field is empty.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a valid card number, cardholder name, expiration date, and security code.
2. Use the 'Backspace' key or 'Delete' key to clear each field.
3. Observe whether the fields are cleared correctly.
4. Click outside the field to check if the placeholder text reappears.","","","","","","Automated"
"C410805","Validation > Card > required fields","","","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","","Step Description:
1. Enter the necessary information, except __Card number__
2. Click away from the First name field.


Expected Result:
1. Shows error message about required field Card number    ","","1. Shows error message about required field Card number    ","","1. Enter the necessary information, except __Card number__
2. Click away from the First name field.

","Automated"
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 
Expected Result:
1. Error message shows about required field Cardholder name    ","","1. Error message shows about required field Cardholder name    ","","1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 
Expected Result:
1. Error message shows about required field Expiration date.        ","","1. Error message shows about required field Expiration date.        ","","1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Security Code__
2. Click away from the Username field.

Expected Result:
1. Error message shows about required field Security Code.    ","","1. Error message shows about required field Security Code.    ","","1. Enter necessary information, except __Security Code__
2. Click away from the Username field.
",""
"C410806","Validation > Card > max chars","","","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","","Step Description:
1. Fill in the field __Cardholder name__ with more than 64 chars



Expected Result:
1. Error message shows that field can not be more than 64 chars","","1. Error message shows that field can not be more than 64 chars","","1. Fill in the field __Cardholder name__ with more than 64 chars


","Automated"
"C410807","Validate Payment with an Expired Card","","The system displays an error message: 'Card has expired.' The payment is not processed.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter a valid Visa card number.
2. Enter a valid cardholder name.
3. Enter an expired expiration date (MM/YY format).
4. Enter a valid CVV.
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C410808","Validate Payment with an Incorrect CVV","","The system displays an error message: 'Invalid CVV. Please enter a 3-digit code.' The payment is not processed.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter a valid Visa card number.
2. Enter a valid cardholder name.
3. Enter a valid expiration date.
4. Enter an invalid CVV (less than 3 digits).
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C410809","Security Code > alphabetic symbols","","","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","","Step Description:
Enter from keyboard alphabetic symbols
Expected Result:
The input field does not take alphabetic symbols","","The input field does not take alphabetic symbols","","Enter from keyboard alphabetic symbols","Other"
"C410810","Security Code > specsymbols","","The input field does not take spec symbols","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","Enter from keyboard spec symbols","","","","","","Other"
"C410811","Validate that the 'PAY NOW' Button is Disabled When Fields are Empty","","The 'PAY NOW' button remains disabled.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Leave all fields empty.
2. Observe the 'PAY NOW' button.","","","","","","Automated"
"C410812","Validate Minimum Length for Card Number","","A validation message should appear stating that the 'Card Number must be at least 12 characters'.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter a single digit in the 'Card Number' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C410813","Validate Minimum Length for Security Code","","A validation message should appear stating that 'Security code must be at least 3 characters'.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter a single character in the 'Security Code' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C410814","Validate Expiration Date Format","","A validation message should appear stating that 'Month must be exactly 2 characters'.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter a single digit in the 'Expiration Date' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C410815","Expiration date > alphabetic symbols","","","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","","Step Description:
Enter from keyboard alphabetic symbols
Expected Result:
The input field does not take alphabetic symbols","","The input field does not take alphabetic symbols","","Enter from keyboard alphabetic symbols","Other"
"C410816","Expiration date > specsymbols","","The input field does not take spec symbols","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","Enter from keyboard spec symbols","","","","","","Other"
"C410817","Validate Cardholder Name Minimum Length","","System should validate if the name length is acceptable, and show an error if a single character is not allowed.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter a single character in the 'Cardholder Name' field.
2. Observe the validation message (if any) displayed below the field.","","","","","","Automated"
"C410818","Validate Error Message for an Invalid Card Number","","The system displays an error message: 'Invalid card number.' The payment is not processed.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter an invalid card number.
2. Enter a valid cardholder name.
3. Enter a valid expiration date.
4. Enter a valid CVV.
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C410819","Validate Keyboard Navigation in Payment Form","","The keyboard navigation works as expected, and users can navigate through fields without using a mouse.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Use the 'Tab' key to navigate through the fields.
2. Verify that the focus moves correctly from 
  -Card Number
  -Cardholder Name
  -Expiration Date
  -Security Code
  -PAY NOW button
3. Press Shift + Tab and verify that the focus moves in reverse order.","","","","","","Automated"
"C410820","Validate Clear Input Functionality","","The input fields should be cleared when using 'Backspace' or 'Delete'. Placeholder text should reappear when the field is empty.","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","1. Enter a valid card number, cardholder name, expiration date, and security code.
2. Use the 'Backspace' key or 'Delete' key to clear each field.
3. Observe whether the fields are cleared correctly.
4. Click outside the field to check if the placeholder text reappears.","","","","","","Automated"
"C410821","View item list > Category","","","Medium","View item list event","0","","View item list event","","Step Description:
Go to Storefront
Click on Catalog menu &gt; Choose a category (ex. Snacks)
Expected Result:
The category is opened","","The category is opened","","Go to Storefront
Click on Catalog menu &gt; Choose a category (ex. Snacks)","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments


Expected Result:
The name of the category is displayed in the report

 ![](index.php?/attachments/get/dbea33bd-a39f-435f-b854-4f974b88fed6) 
","","The name of the category is displayed in the report

 ![](index.php?/attachments/get/dbea33bd-a39f-435f-b854-4f974b88fed6) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments

",""
"C410822","View item > Product page","https://virtowayqa.testrail.io/index.php?/attachments/get/1000003036","","Medium","View item list event","0","","View item list event","","Step Description:
Go to Storefront
Click on Catalog menu &gt; Choose a product &gt; Open product details (ex.MONIN SYRUP CARAMEL BOTTLE 0,70L)
Expected Result:
The product page is opened","","The product page is opened","","Go to Storefront
Click on Catalog menu &gt; Choose a product &gt; Open product details (ex.MONIN SYRUP CARAMEL BOTTLE 0,70L)","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Overview of visitor activity


Expected Result:
The name of the product is displayed in the report

  
 ![](index.php?/attachments/get/a71707f7-2d3d-4526-a911-e9cb2d0c4274) 
","","The name of the product is displayed in the report

  
 ![](index.php?/attachments/get/a71707f7-2d3d-4526-a911-e9cb2d0c4274) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Overview of visitor activity

",""
"C410823","View item list > Related products","https://virtowayqa.testrail.io/index.php?/attachments/get/1000000887","","Medium","View item list event","0","","View item list event","","Step Description:
Go to Storefront
Click on Catalog menu &gt; Choose a product &gt; Open product details (ex.DORITOS NACHO CHEESE BOX 20X44GR)
Scroll the page
Click on the Related product (ex. LAYS CHIPS PAPRIKA BOX 20X40GR)
Expected Result:
The related product details page is opened","","The related product details page is opened","","Go to Storefront
Click on Catalog menu &gt; Choose a product &gt; Open product details (ex.DORITOS NACHO CHEESE BOX 20X44GR)
Scroll the page
Click on the Related product (ex. LAYS CHIPS PAPRIKA BOX 20X40GR)","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Real-time overview 

Expected Result:
The name of the products are displayed in the report

 ![](index.php?/attachments/get/2fc1908d-927c-44f3-994e-bce8ef2c36e7) 
","","The name of the products are displayed in the report

 ![](index.php?/attachments/get/2fc1908d-927c-44f3-994e-bce8ef2c36e7) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Real-time overview 
",""
"C410824","View item list > Compare products","https://virtowayqa.testrail.io/index.php?/attachments/get/1000001050","","Medium","View item list event","0","","View item list event","","Step Description:
Go to Storefront
Click on Catalog menu &gt; Choose any product
Click on Compare icon on the product card
Expected Result:
The product was added to the compare list ","","The product was added to the compare list ","","Go to Storefront
Click on Catalog menu &gt; Choose any product
Click on Compare icon on the product card","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Real-time overview
Expected Result:
The Compare page is displayed in the report

 ![](index.php?/attachments/get/39478b87-e765-450b-810a-fa84d622db7c) 
","","The Compare page is displayed in the report

 ![](index.php?/attachments/get/39478b87-e765-450b-810a-fa84d622db7c) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Real-time overview",""
"C410825","View item list > Wish list details","https://virtowayqa.testrail.io/index.php?/attachments/get/1000004118","","Medium","View item list event","0","","View item list event","","Step Description:
Go to Storefront
Add any products to Wishlist1 and Wishlist2
Open wishlist details &gt; Try to update the wishlist (remove/add products, change qty of items)
Switch between wishlists


Expected Result:
The list of products is opened
The wish list is updated","","The list of products is opened
The wish list is updated","","Go to Storefront
Add any products to Wishlist1 and Wishlist2
Open wishlist details &gt; Try to update the wishlist (remove/add products, change qty of items)
Switch between wishlists

","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Real-time overview
Expected Result:
The names of the wishlists are displayed in the report

 ![](index.php?/attachments/get/eb375a37-f7e5-49cf-95b1-0b193c546861) 
","","The names of the wishlists are displayed in the report

 ![](index.php?/attachments/get/eb375a37-f7e5-49cf-95b1-0b193c546861) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Real-time overview",""
"C410826","View item list > Search phrase","","","Medium","View item list event","0","","View item list event","","Step Description:
Go Storefront
Enter the search phrase into the Search field (ex.Lays) 
Press enter
Expected Result:
The Search result page is opened

","","The Search result page is opened

","","Go Storefront
Enter the search phrase into the Search field (ex.Lays) 
Press enter","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments

Choose View_item_list_event &gt; Select Parameter name: item_list_name
Expected Result:
The appropriate Search phrase is displayed in the report

 ![](index.php?/attachments/get/66435ecb-34c8-47d0-9630-f044a061d8d5)
","","The appropriate Search phrase is displayed in the report

 ![](index.php?/attachments/get/66435ecb-34c8-47d0-9630-f044a061d8d5)
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments

Choose View_item_list_event &gt; Select Parameter name: item_list_name",""
"C410834","Select item > Category > List view","","","Medium","Select item event","0","","Select item event","","Step Description:
Go to Storefront
Click on Catalog menu &gt; Click on a category (list view)
Click on a facet &gt; Select Brand (ex. Fanta)
Go to the product page



Expected Result:
The appropriate products are displayed","","The appropriate products are displayed","","Go to Storefront
Click on Catalog menu &gt; Click on a category (list view)
Click on a facet &gt; Select Brand (ex. Fanta)
Go to the product page


","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose Select_item &gt; Select Parameter name: page_location

Expected Result:
The appropriate URL address is displayed in the report

 ![](index.php?/attachments/get/5a06a413-2491-463b-b9a2-58d6b92136e8) 
","","The appropriate URL address is displayed in the report

 ![](index.php?/attachments/get/5a06a413-2491-463b-b9a2-58d6b92136e8) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose Select_item &gt; Select Parameter name: page_location
",""
"C410835","Select item > Category > Grid view","https://virtowayqa.testrail.io/index.php?/attachments/get/1000001118","","High","Select item event","0","","Select item event","","Step Description:
Go to Storefront
Click on Catalog menu > Click on a category (Grid view)
Click on a facet> Select Brand (ex. Fanta)
Go to the product page



Expected Result:
The appropriate products are displayed","","The appropriate products are displayed","","Go to Storefront
Click on Catalog menu > Click on a category (Grid view)
Click on a facet> Select Brand (ex. Fanta)
Go to the product page


","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments
Choose Select_item > Select Parameter name: page_location

Expected Result:
The appropriate URL address is displayed in the report

 ![](index.php?/attachments/get/1000001118) 
","","The appropriate URL address is displayed in the report

 ![](index.php?/attachments/get/1000001118) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments
Choose Select_item > Select Parameter name: page_location
",""
"C410836","Select item > Category > Search by keyword","","","Medium","Select item event","0","","Select item event","","Step Description:
Go to Storefront
Click on Catalog menu &gt; Click on a category (list view)
Enter the name of the product into the Search phrase field (ex. Moretti)
Go to the product page
Expected Result:
The appropriate products are displayed","","The appropriate products are displayed","","Go to Storefront
Click on Catalog menu &gt; Click on a category (list view)
Enter the name of the product into the Search phrase field (ex. Moretti)
Go to the product page","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose Select_item &gt; Select Parameter name: page_location
Expected Result:
The URL with the keyword is displayed in the report

   ![](index.php?/attachments/get/3cd7e08c-6043-4486-9793-bb942f725998) 
","","The URL with the keyword is displayed in the report

   ![](index.php?/attachments/get/3cd7e08c-6043-4486-9793-bb942f725998) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose Select_item &gt; Select Parameter name: page_location",""
"C410837","Select item > Related products","","","Medium","Select item event","0","","Select item event","","","","","","","Other"
"C410838","Select item > Compare product","","","Medium","Select item event","0","","Select item event","","","","","","","Other"
"C410839","Select item > Wishlist","","","Medium","Select item event","0","","Select item event","","Step Description:
Go to Storefront
Sign in as a regular user
Click on List &gt; Go to Wishlist1
Go to the product page
Expected Result:
The product page is opened","","The product page is opened","","Go to Storefront
Sign in as a regular user
Click on List &gt; Go to Wishlist1
Go to the product page","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose Select_item &gt; Select Parameter name: page_title
Expected Result:
The names of the wishlists are displayed in the report


    
 ![](index.php?/attachments/get/7e77faf9-3129-4e26-b8f7-ae96e8543925) ","","The names of the wishlists are displayed in the report


    
 ![](index.php?/attachments/get/7e77faf9-3129-4e26-b8f7-ae96e8543925) ","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose Select_item &gt; Select Parameter name: page_title",""
"C410840","Select item > Search","","","High","Select item event","0","","Select item event","","Step Description:
Go Storefront
Enter the search phrase into the Search field (ex.Fanta pineapple)
Click on the product title


Expected Result:
The product page is opened","","The product page is opened","","Go Storefront
Enter the search phrase into the Search field (ex.Fanta pineapple)
Click on the product title

","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments

Choose select_item > Parameter name: items
Check Search_term
Expected Result:
The appropriate product is displayed in the report
The search_term is Fanta pineapple


    
","","The appropriate product is displayed in the report
The search_term is Fanta pineapple


    
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments

Choose select_item > Parameter name: items
Check Search_term",""
"C410827","Search by Enter > Check GA report","","","Medium","Search event","0","","Search event","","Step Description:
Enter part of the product name into the Search bar (ex. Xerox)
Hit the enter
Expected Result:
The search result page is opened","","The search result page is opened","","Enter part of the product name into the Search bar (ex. Xerox)
Hit the enter","Other"
"","","","","","","","","","","
Step Description:
Go to GA account &gt; settings &gt; Admin &gt; DebugView 
Check search event &gt; open details
Check search_term
Expected Result:
1. The search event is displayed in the report
2. The search_term is appropriate for the last query

----------------------------------------------------------

 ![](index.php?/attachments/get/3bd7d065-c8d2-4730-955f-8ee75337f43a) 
","","1. The search event is displayed in the report
2. The search_term is appropriate for the last query

----------------------------------------------------------

 ![](index.php?/attachments/get/3bd7d065-c8d2-4730-955f-8ee75337f43a) 
","","Go to GA account &gt; settings &gt; Admin &gt; DebugView 
Check search event &gt; open details
Check search_term",""
